epoch,layer,shift,mean_spikes_per_neuron_s,dead_neuron_fraction,spike_occupancy
1,l1,all,0.25012423389100547,0.46875,0.00390819115454696
1,l1,2,0.007396250255209156,0.6511628031730652,0.00011556641023764306
1,l1,3,0.09294621154046173,0.41860464215278625,0.0014522845553197146
1,l1,4,0.6595518114484489,0.3333333432674408,0.010305497053882014
1,l2,all,1.9013582905416597,0.234375,0.029708723289713433
1,l2,2,0.5189702262405091,0.27906978130340576,0.008108909785007955
1,l2,3,1.7292433096679007,0.1860465109348297,0.02701942671356095
1,l2,4,3.492873312982639,0.2380952388048172,0.05457614551535373
5,l1,all,0.4226436972005963,0.453125,0.006603807768759317
5,l1,2,0.00838241695590371,0.6744186282157898,0.00013097526493599548
5,l1,3,0.11957271245921469,0.39534884691238403,0.0018683236321752296
5,l1,4,1.1570553018291962,0.2857142984867096,0.01807898909108119
5,l2,all,4.228756004638066,0.203125,0.06607431257246978
5,l2,2,1.6895500999649449,0.23255814611911774,0.026399220311952264
5,l2,3,4.572361907770301,0.1860465109348297,0.07144315480891095
5,l2,4,6.4766321966918285,0.190476194024086,0.10119737807330982
10,l1,all,0.6196786483352659,0.40625,0.00968247888023853
10,l1,2,0.011094375382813734,0.6279069781303406,0.0001733496153564646
10,l1,3,0.19082325658439622,0.3488371968269348,0.002981613384131191
10,l1,4,1.6818192574362858,0.2380952388048172,0.026278425897441966
10,l2,all,5.8628457843299655,0.1328125,0.09160696538015571
10,l2,2,3.422738076435624,0.11627907305955887,0.05348028244430662
10,l2,3,6.550365767688402,0.13953489065170288,0.10234946512013128
10,l2,4,7.657161788021487,0.1428571492433548,0.11964315293783573
20,l1,all,1.2362100380983931,0.2890625,0.019315781845287393
20,l1,2,0.03870704300226125,0.44186046719551086,0.000604797546910332
20,l1,3,0.4881525168438043,0.20930232107639313,0.007627383075684442
20,l1,4,3.228093423886036,0.2142857164144516,0.05043895974821931
20,l2,all,10.355805863839656,0.03125,0.16180946662249462
20,l2,2,7.676075056531236,0.04651162773370743,0.11993867275830056
20,l2,3,10.587732240331906,0.023255813866853714,0.16543331625518604
20,l2,4,12.8618913525324,0.02380952425301075,0.20096705238331874
40,l1,all,2.7933576279609076,0.1484375,0.04364621293688918
40,l1,2,0.15014388018074587,0.3255814015865326,0.0023459981278241542
40,l1,3,1.4319140494084925,0.023255813866853714,0.022373657022007696
40,l1,4,6.893363938253784,0.095238097012043,0.10770881153521537
40,l2,all,18.81182706642372,0.0,0.29393479791287064
40,l2,2,16.970942752252583,0.0,0.2651709805039466
40,l2,3,18.62277197591596,0.0,0.29098081212368687
40,l2,4,20.89009836169021,0.0,0.32640778690140954
60,l1,all,3.2622163326155373,0.109375,0.05097213019711777
60,l1,2,0.21646359080245464,0.27906978130340576,0.0033822436062883538
60,l1,3,1.8451178969995108,0.0,0.028829967140617356
60,l1,4,7.831325871412007,0.0476190485060215,0.12236446674081261
60,l2,all,21.410800066258076,0.0,0.33454375103528244
60,l2,2,19.79285876629005,0.0,0.309263418223282
60,l2,3,21.090900686079255,0.0,0.32954532321998836
60,l2,4,23.39477981021794,0.0,0.3655434345346553
80,l1,all,3.4733311247308265,0.09375,0.054270798823919164
80,l1,2,0.2630599674102723,0.23255814611911774,0.004110311990785505
80,l1,3,1.9821950683960539,0.0,0.03097179794368834
80,l1,4,8.286676605377947,0.0476190485060215,0.12947932195903042
80,l2,all,22.66001325161504,0.0,0.354062707056485
80,l2,2,21.035428809165186,0.0,0.32867857514320603
80,l2,3,22.4587138999426,0.0,0.35091740468660315
80,l2,4,24.52937046940691,0.0,0.38327141358448297
100,l1,all,3.567997349676992,0.09375,0.055749958588703
100,l1,2,0.30793055229187455,0.23255814611911774,0.00481141487956054
100,l1,3,2.066512321305438,0.0,0.03228925502039747
100,l1,4,8.442919456999299,0.0476190485060215,0.13192061651561404
100,l2,all,23.593009773066093,0.0,0.3686407777041577
100,l2,2,22.299941061130777,0.0,0.3484365790801684
100,l2,3,23.403708140883158,0.0,0.36568293970129934
100,l2,4,25.110674649187157,0.0,0.3923542913935493
