variant,coding,objective,rotation,seed,best_epoch,stopped_epoch,parameter_count,model_init_seed,labels_hash,train_sample_hash,val_sample_hash,test_sample_hash,native_train_accuracy,native_train_balanced_accuracy,native_train_macro_f1,native_train_objective_loss,lif_train_accuracy,lif_train_balanced_accuracy,lif_train_macro_f1,native_val_accuracy,native_val_balanced_accuracy,native_val_macro_f1,native_val_objective_loss,lif_val_accuracy,lif_val_balanced_accuracy,lif_val_macro_f1,native_test_accuracy,native_test_balanced_accuracy,native_test_macro_f1,native_test_objective_loss,lif_test_accuracy,lif_test_balanced_accuracy,lif_test_macro_f1,native_test_action0_accuracy,native_test_action0_balanced_accuracy,native_test_action0_macro_f1,native_test_action1_accuracy,native_test_action1_balanced_accuracy,native_test_action1_macro_f1,joint_full_test_ba,joint_l1_only_test_ba,joint_l2_only_test_ba,joint_remove_l1_delta,joint_remove_l2_delta
original,mm,l1_l2_joint,0,23,83,100,23296,3253763832,022b1ed3ffb2ad5719555b8ecfd7610c334247a244cc227a2e8a90bc1ffb7891,10c1761c0467835296a525fd0bf71bcd5f8dc17f97d72d4befaebc1b8d1c03c6,ce6bd79ae88e137fd8e292b1ddff024da7431459d2b9147ded368304720b60ab,6aa99b2693032130ead2571c5580294337279e52f8d24a4b1ba43044567f3fb7,0.9058823529411765,0.907471939415237,0.9088551685902768,0.6603557694192026,0.8117647058823529,0.8150102625610837,0.8125921280254785,0.5502958579881657,0.529955808080808,0.5203637650929873,1.4631599131420518,0.4970414201183432,0.4809385059385059,0.4707288293253205,0.5,0.4905254467754468,0.4683933307486116,1.5643917020710034,0.4425287356321839,0.43725932972256504,0.41035616637095135,0.47368421052631576,0.4553240740740741,0.44869467544233094,0.5316455696202531,0.5446428571428571,0.49124071734365843,0.4905254467754468,0.20696329813976874,0.5082152120755062,-0.017689765300059446,0.2835621486356781
original,mm,l1_l2_joint,0,37,91,100,23296,2825277461,022b1ed3ffb2ad5719555b8ecfd7610c334247a244cc227a2e8a90bc1ffb7891,10c1761c0467835296a525fd0bf71bcd5f8dc17f97d72d4befaebc1b8d1c03c6,ce6bd79ae88e137fd8e292b1ddff024da7431459d2b9147ded368304720b60ab,6aa99b2693032130ead2571c5580294337279e52f8d24a4b1ba43044567f3fb7,0.9294117647058824,0.9304196054792987,0.931646724178041,0.5650886778737985,0.8450980392156863,0.8468555252782809,0.8468920771947058,0.5502958579881657,0.5321633227883228,0.5150761079246721,1.4738964956893017,0.4911242603550296,0.47689185814185814,0.46504550450628873,0.5114942528735632,0.5049409536541889,0.48130402709003123,1.5474329830586224,0.3793103448275862,0.3773972759266877,0.36148932388062827,0.5263157894736842,0.50625,0.4949300334168755,0.4936708860759494,0.5046626984126984,0.45841361797244157,0.5049409536541889,0.19208144796380092,0.500885838018191,0.004055115635997919,0.312859505690388
original,mm,l2_wcce,0,11,99,100,21760,3218771927,022b1ed3ffb2ad5719555b8ecfd7610c334247a244cc227a2e8a90bc1ffb7891,10c1761c0467835296a525fd0bf71bcd5f8dc17f97d72d4befaebc1b8d1c03c6,ce6bd79ae88e137fd8e292b1ddff024da7431459d2b9147ded368304720b60ab,6aa99b2693032130ead2571c5580294337279e52f8d24a4b1ba43044567f3fb7,0.9431372549019608,0.9454306343392713,0.9468834746776219,0.49758509350757973,0.8705882352941177,0.8749247218008188,0.8739386912365332,0.5798816568047337,0.5703577672327672,0.5597737761257526,1.3575984458246175,0.48520710059171596,0.48191912254412245,0.47362031025713897,0.5574712643678161,0.5441764934411993,0.533147671294223,1.4793677535550347,0.4885057471264368,0.48035202134466837,0.4733270403900745,0.5368421052631579,0.5171296296296296,0.5064810562101584,0.5822784810126582,0.5810515873015872,0.5557271081458388,,,,,
original,mm,l2_wcce,0,23,68,98,21760,3253763832,022b1ed3ffb2ad5719555b8ecfd7610c334247a244cc227a2e8a90bc1ffb7891,10c1761c0467835296a525fd0bf71bcd5f8dc17f97d72d4befaebc1b8d1c03c6,ce6bd79ae88e137fd8e292b1ddff024da7431459d2b9147ded368304720b60ab,6aa99b2693032130ead2571c5580294337279e52f8d24a4b1ba43044567f3fb7,0.8627450980392157,0.8623319032479889,0.8655926540348999,0.8458583163280113,0.7470588235294118,0.7494693793070933,0.7469016778080021,0.5502958579881657,0.5289255883005882,0.5198111281453481,1.5233361939706747,0.46745562130177515,0.45022061272061276,0.4357351938616696,0.46551724137931033,0.4505213332419215,0.4322028745520125,1.5864604519701553,0.42528735632183906,0.41747580442433385,0.3887626810367084,0.4105263157894737,0.39166666666666666,0.3777824752796148,0.5316455696202531,0.5378968253968254,0.4974045562280857,,,,,
original,mm,l2_wcce,0,37,100,100,21760,2825277461,022b1ed3ffb2ad5719555b8ecfd7610c334247a244cc227a2e8a90bc1ffb7891,10c1761c0467835296a525fd0bf71bcd5f8dc17f97d72d4befaebc1b8d1c03c6,ce6bd79ae88e137fd8e292b1ddff024da7431459d2b9147ded368304720b60ab,6aa99b2693032130ead2571c5580294337279e52f8d24a4b1ba43044567f3fb7,0.9431372549019608,0.9443643848982523,0.9442421362438195,0.5085539419277042,0.8568627450980392,0.8591355499169512,0.858730569732328,0.5502958579881657,0.5440927128427128,0.5334935137844344,1.436231027693438,0.47928994082840237,0.47448801198801194,0.4682434849101516,0.46551724137931033,0.45479926527720654,0.4426432546503316,1.508654499876088,0.41954022988505746,0.41860774029891673,0.41415102122091363,0.43157894736842106,0.42337962962962966,0.414269450879358,0.5063291139240507,0.5059523809523809,0.46718813593813596,,,,,
original,mm,l2_wcce_plus_0p1_l1_tsce,0,11,65,95,23296,3218771927,022b1ed3ffb2ad5719555b8ecfd7610c334247a244cc227a2e8a90bc1ffb7891,10c1761c0467835296a525fd0bf71bcd5f8dc17f97d72d4befaebc1b8d1c03c6,ce6bd79ae88e137fd8e292b1ddff024da7431459d2b9147ded368304720b60ab,6aa99b2693032130ead2571c5580294337279e52f8d24a4b1ba43044567f3fb7,0.8352941176470589,0.8346160288228859,0.8392698892542526,1.118806483231339,0.7372549019607844,0.738375657061761,0.7375174575012496,0.5680473372781065,0.5571900321900322,0.5427491326030748,1.7078656332027278,0.48520710059171596,0.46598332223332223,0.45809791866908384,0.4942528735632184,0.478107146121852,0.4687494662416478,1.816398843951609,0.3850574712643678,0.3761890682846565,0.3644850824519755,0.4631578947368421,0.4344907407407406,0.43107106259280176,0.5316455696202531,0.5378968253968254,0.5151572477230373,,,,,
original,mm,l2_wcce_plus_0p1_l1_tsce,0,23,98,100,23296,3253763832,022b1ed3ffb2ad5719555b8ecfd7610c334247a244cc227a2e8a90bc1ffb7891,10c1761c0467835296a525fd0bf71bcd5f8dc17f97d72d4befaebc1b8d1c03c6,ce6bd79ae88e137fd8e292b1ddff024da7431459d2b9147ded368304720b60ab,6aa99b2693032130ead2571c5580294337279e52f8d24a4b1ba43044567f3fb7,0.9392156862745098,0.9407954746725813,0.9416116192055314,0.7473099299505646,0.8529411764705882,0.8551117670694107,0.8535063023868535,0.5384615384615384,0.5137740731490731,0.505521613620195,1.6893852984411477,0.4970414201183432,0.4766955266955267,0.4660341867085052,0.4942528735632184,0.4808817816170758,0.4608121429803352,1.8233215863677277,0.4425287356321839,0.43291983751542573,0.4112543210890902,0.4842105263157895,0.4587962962962962,0.430269492513738,0.5063291139240507,0.5203373015873015,0.4929383482015061,,,,,
original,mm,l2_wcce_plus_0p1_l1_tsce,0,37,87,100,23296,2825277461,022b1ed3ffb2ad5719555b8ecfd7610c334247a244cc227a2e8a90bc1ffb7891,10c1761c0467835296a525fd0bf71bcd5f8dc17f97d72d4befaebc1b8d1c03c6,ce6bd79ae88e137fd8e292b1ddff024da7431459d2b9147ded368304720b60ab,6aa99b2693032130ead2571c5580294337279e52f8d24a4b1ba43044567f3fb7,0.9176470588235294,0.9202486816332089,0.9192970427678046,0.8653943968754189,0.8274509803921568,0.8297468540135942,0.8283679523575983,0.5680473372781065,0.5437819125319124,0.5299912082353523,1.6599417515760342,0.4911242603550296,0.47339674214674216,0.45773874483824745,0.4827586206896552,0.46860959710224415,0.46087414815639277,1.7460135303694626,0.40804597701149425,0.40266594108505865,0.395713869357162,0.4421052631578947,0.42337962962962955,0.4216529328371434,0.5316455696202531,0.5339285714285714,0.4950518843901197,,,,,
postencode_mask,bb,l1_l2_joint,0,11,82,100,23296,3218771927,022b1ed3ffb2ad5719555b8ecfd7610c334247a244cc227a2e8a90bc1ffb7891,10c1761c0467835296a525fd0bf71bcd5f8dc17f97d72d4befaebc1b8d1c03c6,ce6bd79ae88e137fd8e292b1ddff024da7431459d2b9147ded368304720b60ab,6aa99b2693032130ead2571c5580294337279e52f8d24a4b1ba43044567f3fb7,0.8549019607843137,0.85585284510292,0.8585904784548917,0.7358385191244238,0.7411764705882353,0.7367394919042876,0.7404970676649377,0.5502958579881657,0.5449227855477855,0.5292789192296358,1.4899011645796736,0.47928994082840237,0.46959464146964147,0.4530888764588026,0.5057471264367817,0.49258335618629734,0.48965597774474595,1.6729709252543834,0.4425287356321839,0.43140154371772016,0.43107735147560206,0.43157894736842106,0.41643518518518513,0.41582724240332936,0.5949367088607594,0.5882936507936507,0.569670498346969,0.49258335618629734,0.2417813599798894,0.46211078545637374,0.030472570729923598,0.250801996206408
postencode_mask,bb,l1_l2_joint,0,23,100,100,23296,3253763832,022b1ed3ffb2ad5719555b8ecfd7610c334247a244cc227a2e8a90bc1ffb7891,10c1761c0467835296a525fd0bf71bcd5f8dc17f97d72d4befaebc1b8d1c03c6,ce6bd79ae88e137fd8e292b1ddff024da7431459d2b9147ded368304720b60ab,6aa99b2693032130ead2571c5580294337279e52f8d24a4b1ba43044567f3fb7,0.8921568627450981,0.8932558287607546,0.8925415667805517,0.5544425728274327,0.8352941176470589,0.8323431085870744,0.8323708332591383,0.5384615384615384,0.5254821567321567,0.5196914783430977,1.4526940168008295,0.5207100591715976,0.4982517482517483,0.4890822988955878,0.5517241379310345,0.5424290986790986,0.5394567611319531,1.605121413866679,0.4885057471264368,0.47999037318890275,0.48183956978341036,0.5684210526315789,0.5460648148148148,0.5406111861994215,0.5316455696202531,0.533234126984127,0.5234616690499044,0.5424290986790986,0.11686777275012568,0.49692884729649434,0.04550025138260427,0.42556132592897294
postencode_mask,bb,l1_l2_joint,0,37,88,100,23296,2825277461,022b1ed3ffb2ad5719555b8ecfd7610c334247a244cc227a2e8a90bc1ffb7891,10c1761c0467835296a525fd0bf71bcd5f8dc17f97d72d4befaebc1b8d1c03c6,ce6bd79ae88e137fd8e292b1ddff024da7431459d2b9147ded368304720b60ab,6aa99b2693032130ead2571c5580294337279e52f8d24a4b1ba43044567f3fb7,0.8686274509803922,0.8704212131304169,0.8702499185301654,0.6884775152393415,0.7411764705882353,0.7418238674378741,0.7390774307958373,0.5562130177514792,0.5477116633366633,0.5296219634408145,1.4636788572785417,0.47337278106508873,0.4575025668775669,0.4376173075040553,0.5344827586206896,0.5246657754010696,0.5128556550050454,1.6212714088374172,0.40804597701149425,0.4044656120023768,0.39681514709546745,0.49473684210526314,0.4754629629629629,0.46413404725425184,0.5822784810126582,0.595734126984127,0.5625898339133634,0.5246657754010696,0.11339869281045752,0.4997034827917181,0.02496229260935151,0.4112670825906121
postencode_mask,bb,l2_wcce,0,11,96,100,21760,3218771927,022b1ed3ffb2ad5719555b8ecfd7610c334247a244cc227a2e8a90bc1ffb7891,10c1761c0467835296a525fd0bf71bcd5f8dc17f97d72d4befaebc1b8d1c03c6,ce6bd79ae88e137fd8e292b1ddff024da7431459d2b9147ded368304720b60ab,6aa99b2693032130ead2571c5580294337279e52f8d24a4b1ba43044567f3fb7,0.903921568627451,0.9056435753913753,0.9079564210101282,0.5689134777760974,0.7941176470588235,0.7939031183977513,0.7892869460087416,0.5443786982248521,0.5350628538128538,0.5087413145514512,1.442705954320332,0.46153846153846156,0.46077047952047945,0.4415446944895902,0.5344827586206896,0.5275252525252524,0.5192404753519043,1.6446161092012779,0.47701149425287354,0.4670306001188354,0.4592746369415865,0.5157894736842106,0.49745370370370373,0.4898709786945081,0.5569620253164557,0.558234126984127,0.5417639743297638,,,,,
postencode_mask,bb,l2_wcce,0,23,81,100,21760,3253763832,022b1ed3ffb2ad5719555b8ecfd7610c334247a244cc227a2e8a90bc1ffb7891,10c1761c0467835296a525fd0bf71bcd5f8dc17f97d72d4befaebc1b8d1c03c6,ce6bd79ae88e137fd8e292b1ddff024da7431459d2b9147ded368304720b60ab,6aa99b2693032130ead2571c5580294337279e52f8d24a4b1ba43044567f3fb7,0.8705882352941177,0.8700925821595695,0.8722895681971004,0.7422339815719455,0.7647058823529411,0.765097136740411,0.7683886467210023,0.5621301775147929,0.5535804473304473,0.5452941526444248,1.4735865409557636,0.4378698224852071,0.4291909479409479,0.42405809363593344,0.5229885057471264,0.5083871806298277,0.5071362957707902,1.6138955560223809,0.4425287356321839,0.42969214200831846,0.426632571935423,0.5052631578947369,0.4847222222222222,0.49126249418011425,0.5443037974683544,0.533234126984127,0.5211974980357333,,,,,
postencode_mask,bb,l2_wcce,0,37,92,100,21760,2825277461,022b1ed3ffb2ad5719555b8ecfd7610c334247a244cc227a2e8a90bc1ffb7891,10c1761c0467835296a525fd0bf71bcd5f8dc17f97d72d4befaebc1b8d1c03c6,ce6bd79ae88e137fd8e292b1ddff024da7431459d2b9147ded368304720b60ab,6aa99b2693032130ead2571c5580294337279e52f8d24a4b1ba43044567f3fb7,0.8901960784313725,0.8916760782892573,0.8917753117323577,0.6293373068173727,0.8019607843137255,0.7990651677900655,0.7987574538485921,0.5857988165680473,0.5684003496503496,0.5606877873544539,1.4266034167193802,0.5443786982248521,0.5248619436119436,0.5167339843455413,0.5402298850574713,0.5267899584076056,0.5182484978251568,1.5902172272232757,0.4540229885057471,0.4424168152109329,0.4398102003599856,0.49473684210526314,0.4708333333333334,0.4677174133056487,0.5949367088607594,0.6026785714285715,0.5755289057920636,,,,,
postencode_mask,bb,l2_wcce_plus_0p1_l1_tsce,0,11,75,100,23296,3218771927,022b1ed3ffb2ad5719555b8ecfd7610c334247a244cc227a2e8a90bc1ffb7891,10c1761c0467835296a525fd0bf71bcd5f8dc17f97d72d4befaebc1b8d1c03c6,ce6bd79ae88e137fd8e292b1ddff024da7431459d2b9147ded368304720b60ab,6aa99b2693032130ead2571c5580294337279e52f8d24a4b1ba43044567f3fb7,0.8254901960784313,0.8260865981596043,0.8258282568582759,1.0505843069039138,0.7352941176470589,0.7310204085394019,0.7303020638414882,0.5798816568047337,0.5640064796314795,0.5483062734288224,1.6988544880285772,0.44970414201183434,0.4357250388500388,0.42307558572331483,0.5,0.48743444055944063,0.4855593671097104,1.9161143645472911,0.4482758620689655,0.44035076443164684,0.4389229398264491,0.49473684210526314,0.4731481481481481,0.46618742728582546,0.5063291139240507,0.5011904761904762,0.49602591036414556,,,,,
postencode_mask,bb,l2_wcce_plus_0p1_l1_tsce,0,23,100,100,23296,3253763832,022b1ed3ffb2ad5719555b8ecfd7610c334247a244cc227a2e8a90bc1ffb7891,10c1761c0467835296a525fd0bf71bcd5f8dc17f97d72d4befaebc1b8d1c03c6,ce6bd79ae88e137fd8e292b1ddff024da7431459d2b9147ded368304720b60ab,6aa99b2693032130ead2571c5580294337279e52f8d24a4b1ba43044567f3fb7,0.903921568627451,0.9022985073289777,0.9042784340417186,0.7646570430082433,0.8352941176470589,0.830398715300126,0.8327470134366544,0.5621301775147929,0.5587353618603619,0.5475880975247197,1.6250054363668318,0.48520710059171596,0.4806769619269619,0.4846245342999562,0.5402298850574713,0.5220891037067509,0.5066152764519886,1.7857059925452046,0.4827586206896552,0.47107100415923947,0.4683247405187905,0.5157894736842106,0.49166666666666664,0.48049412383357054,0.569620253164557,0.5570436507936508,0.5255623461505814,,,,,
postencode_mask,bb,l2_wcce_plus_0p1_l1_tsce,0,37,81,100,23296,2825277461,022b1ed3ffb2ad5719555b8ecfd7610c334247a244cc227a2e8a90bc1ffb7891,10c1761c0467835296a525fd0bf71bcd5f8dc17f97d72d4befaebc1b8d1c03c6,ce6bd79ae88e137fd8e292b1ddff024da7431459d2b9147ded368304720b60ab,6aa99b2693032130ead2571c5580294337279e52f8d24a4b1ba43044567f3fb7,0.8627450980392157,0.8634768688701849,0.865922976858391,0.9784545075659659,0.7666666666666667,0.7655526651619247,0.7652996931670565,0.5857988165680473,0.5701839826839826,0.5571344583345935,1.695659577493837,0.5384615384615384,0.5230398074148074,0.507863741274474,0.5172413793103449,0.5039141414141415,0.490205176373907,1.8733539540192177,0.42528735632183906,0.4157401218062983,0.40623264302931816,0.4842105263157895,0.4615740740740741,0.45496663751139454,0.5569620253164557,0.564484126984127,0.523915096341567,,,,,
postencode_mask,mm,l1_l2_joint,0,11,100,100,23296,3218771927,022b1ed3ffb2ad5719555b8ecfd7610c334247a244cc227a2e8a90bc1ffb7891,10c1761c0467835296a525fd0bf71bcd5f8dc17f97d72d4befaebc1b8d1c03c6,ce6bd79ae88e137fd8e292b1ddff024da7431459d2b9147ded368304720b60ab,6aa99b2693032130ead2571c5580294337279e52f8d24a4b1ba43044567f3fb7,0.9372549019607843,0.9352413775906937,0.9387803901195477,0.4489276086582857,0.8450980392156863,0.8470661394714688,0.8467269233852766,0.6035502958579881,0.6016625735375736,0.5893572397164352,1.380250288184578,0.5325443786982249,0.5276966089466089,0.5134842803347706,0.5689655172413793,0.5636505039078569,0.5568688099371248,1.6291343371073406,0.4885057471264368,0.48231566227889755,0.4804128805253287,0.5052631578947369,0.4939814814814815,0.4826616016833407,0.6455696202531646,0.6418650793650794,0.6232464430993843,0.5636505039078569,0.1862713675213675,0.490941799213858,0.07270870469399887,0.37737913638648934
