variant,coding,objective,rotation,seed,best_epoch,stopped_epoch,parameter_count,model_init_seed,labels_hash,train_sample_hash,val_sample_hash,test_sample_hash,native_train_accuracy,native_train_balanced_accuracy,native_train_macro_f1,native_train_objective_loss,lif_train_accuracy,lif_train_balanced_accuracy,lif_train_macro_f1,native_val_accuracy,native_val_balanced_accuracy,native_val_macro_f1,native_val_objective_loss,lif_val_accuracy,lif_val_balanced_accuracy,lif_val_macro_f1,native_test_accuracy,native_test_balanced_accuracy,native_test_macro_f1,native_test_objective_loss,lif_test_accuracy,lif_test_balanced_accuracy,lif_test_macro_f1,native_test_action0_accuracy,native_test_action0_balanced_accuracy,native_test_action0_macro_f1,native_test_action1_accuracy,native_test_action1_balanced_accuracy,native_test_action1_macro_f1,joint_full_test_ba,joint_l1_only_test_ba,joint_l2_only_test_ba,joint_remove_l1_delta,joint_remove_l2_delta
original,bb,l1_l2_joint,0,11,99,100,23296,3218771927,022b1ed3ffb2ad5719555b8ecfd7610c334247a244cc227a2e8a90bc1ffb7891,10c1761c0467835296a525fd0bf71bcd5f8dc17f97d72d4befaebc1b8d1c03c6,ce6bd79ae88e137fd8e292b1ddff024da7431459d2b9147ded368304720b60ab,6aa99b2693032130ead2571c5580294337279e52f8d24a4b1ba43044567f3fb7,0.9196078431372549,0.9200209595011685,0.9216968805595448,0.5704362955747866,0.8333333333333334,0.8346279982569996,0.8329074830152519,0.5325443786982249,0.522801504051504,0.5108067460907981,1.57095222924588,0.48520710059171596,0.48230033855033855,0.46874919838445783,0.4942528735632184,0.4871362093788565,0.47449294532627867,1.573034424891417,0.4425287356321839,0.43927953174276707,0.4282044878487003,0.4842105263157895,0.46851851851851856,0.4632978196479341,0.5063291139240507,0.5190476190476191,0.4846602743661567,0.4871362093788565,0.11862745098039217,0.5206706487956488,-0.03353443941679235,0.3685087583984643
original,bb,l1_l2_joint,0,23,100,100,23296,3253763832,022b1ed3ffb2ad5719555b8ecfd7610c334247a244cc227a2e8a90bc1ffb7891,10c1761c0467835296a525fd0bf71bcd5f8dc17f97d72d4befaebc1b8d1c03c6,ce6bd79ae88e137fd8e292b1ddff024da7431459d2b9147ded368304720b60ab,6aa99b2693032130ead2571c5580294337279e52f8d24a4b1ba43044567f3fb7,0.9196078431372549,0.9199586995051905,0.9223001679211809,0.546398336279626,0.8529411764705882,0.8542142127502445,0.8532689149088952,0.5443786982248521,0.5284181096681096,0.5211882159902885,1.456585360701973,0.4970414201183432,0.48360354922854915,0.46555872603399834,0.5229885057471264,0.5117214280817222,0.5023915240901601,1.493953570552256,0.46551724137931033,0.45738036473330584,0.45118825005995394,0.5052631578947369,0.487037037037037,0.4851586594233653,0.5443037974683544,0.5505952380952381,0.5204288086641028,0.5117214280817222,0.1754901960784314,0.5087271184697656,0.0029943096119565693,0.33623123200329075
original,bb,l1_l2_joint,0,37,94,100,23296,2825277461,022b1ed3ffb2ad5719555b8ecfd7610c334247a244cc227a2e8a90bc1ffb7891,10c1761c0467835296a525fd0bf71bcd5f8dc17f97d72d4befaebc1b8d1c03c6,ce6bd79ae88e137fd8e292b1ddff024da7431459d2b9147ded368304720b60ab,6aa99b2693032130ead2571c5580294337279e52f8d24a4b1ba43044567f3fb7,0.8960784313725491,0.8961499149403069,0.8997444502662052,0.5981981873512268,0.8156862745098039,0.8188676366147362,0.8188593313320238,0.5502958579881657,0.5384875541125541,0.5287565421407114,1.5783125860451241,0.4911242603550296,0.4775290681540682,0.46706307964141863,0.47126436781609193,0.460691045066045,0.4331772716207141,1.6300098923431046,0.41954022988505746,0.41777032199826314,0.3899706650144124,0.47368421052631576,0.4518518518518518,0.4436099031687266,0.46835443037974683,0.4758928571428571,0.4236206045416571,0.460691045066045,0.13055555555555556,0.43554621440650854,0.025144830659536488,0.33013548951048943
original,bb,l2_wcce,0,11,88,100,21760,3218771927,022b1ed3ffb2ad5719555b8ecfd7610c334247a244cc227a2e8a90bc1ffb7891,10c1761c0467835296a525fd0bf71bcd5f8dc17f97d72d4befaebc1b8d1c03c6,ce6bd79ae88e137fd8e292b1ddff024da7431459d2b9147ded368304720b60ab,6aa99b2693032130ead2571c5580294337279e52f8d24a4b1ba43044567f3fb7,0.8784313725490196,0.8792010416506272,0.8808289016504283,0.7093724935662513,0.788235294117647,0.7904653855322294,0.7916825427264338,0.5384615384615384,0.5251349345099344,0.5141256670261739,1.5100490771807158,0.47928994082840237,0.48009317071817065,0.46209628814379067,0.47126436781609193,0.45432163832899136,0.4432634128020809,1.549967086178133,0.43103448275862066,0.41723327734357146,0.41696192404498184,0.49473684210526314,0.4719907407407407,0.47256825412364517,0.4430379746835443,0.44186507936507935,0.40348424723424725,,,,,
original,bb,l2_wcce,0,23,98,100,21760,3253763832,022b1ed3ffb2ad5719555b8ecfd7610c334247a244cc227a2e8a90bc1ffb7891,10c1761c0467835296a525fd0bf71bcd5f8dc17f97d72d4befaebc1b8d1c03c6,ce6bd79ae88e137fd8e292b1ddff024da7431459d2b9147ded368304720b60ab,6aa99b2693032130ead2571c5580294337279e52f8d24a4b1ba43044567f3fb7,0.9,0.9012784191932909,0.9023491716477555,0.5769655092089784,0.8450980392156863,0.8460305277637974,0.8479026240290097,0.5384615384615384,0.526138098013098,0.5027758770278793,1.4985022333246716,0.5207100591715976,0.4987706737706737,0.48774699032851193,0.5287356321839081,0.5163764340234929,0.5052903569133456,1.4655468422791054,0.47701149425287354,0.4632410073586544,0.45742397187524125,0.5263157894736842,0.5101851851851852,0.5001144846152586,0.5316455696202531,0.5267857142857143,0.5120003090591326,,,,,
original,bb,l2_wcce,0,37,93,100,21760,2825277461,022b1ed3ffb2ad5719555b8ecfd7610c334247a244cc227a2e8a90bc1ffb7891,10c1761c0467835296a525fd0bf71bcd5f8dc17f97d72d4befaebc1b8d1c03c6,ce6bd79ae88e137fd8e292b1ddff024da7431459d2b9147ded368304720b60ab,6aa99b2693032130ead2571c5580294337279e52f8d24a4b1ba43044567f3fb7,0.8941176470588236,0.8936412301851345,0.897026559949304,0.6093767042253532,0.8176470588235294,0.8185749070913166,0.8199850679050459,0.5088757396449705,0.49609002109002104,0.4912049880127837,1.5912740907725498,0.46745562130177515,0.45743770118770116,0.4471289984525279,0.47126436781609193,0.45064388226152935,0.4369049134741288,1.607462773377868,0.43103448275862066,0.4096716600393071,0.40428017115581233,0.49473684210526314,0.46458333333333335,0.46185369944231613,0.4430379746835443,0.44384920634920627,0.40436133067712016,,,,,
original,bb,l2_wcce_plus_0p1_l1_tsce,0,11,95,100,23296,3218771927,022b1ed3ffb2ad5719555b8ecfd7610c334247a244cc227a2e8a90bc1ffb7891,10c1761c0467835296a525fd0bf71bcd5f8dc17f97d72d4befaebc1b8d1c03c6,ce6bd79ae88e137fd8e292b1ddff024da7431459d2b9147ded368304720b60ab,6aa99b2693032130ead2571c5580294337279e52f8d24a4b1ba43044567f3fb7,0.9,0.9002103634091001,0.90116768312974,0.8680819308056551,0.8058823529411765,0.805428863256239,0.8065617106412906,0.5325443786982249,0.5207316988566989,0.5088189994649439,1.8144703630864973,0.4556213017751479,0.4426198801198801,0.4316776693001738,0.46551724137931033,0.4512751953928425,0.4374132716729482,1.7866462373185432,0.41379310344827586,0.4056479672288496,0.3947995776427149,0.47368421052631576,0.455787037037037,0.45309855836171625,0.45569620253164556,0.4537698412698412,0.4183635808635809,,,,,
original,bb,l2_wcce_plus_0p1_l1_tsce,0,23,87,100,23296,3253763832,022b1ed3ffb2ad5719555b8ecfd7610c334247a244cc227a2e8a90bc1ffb7891,10c1761c0467835296a525fd0bf71bcd5f8dc17f97d72d4befaebc1b8d1c03c6,ce6bd79ae88e137fd8e292b1ddff024da7431459d2b9147ded368304720b60ab,6aa99b2693032130ead2571c5580294337279e52f8d24a4b1ba43044567f3fb7,0.8627450980392157,0.8611031656438559,0.864378589338028,0.9391480885299982,0.8137254901960784,0.8134970188554812,0.815502665671796,0.5621301775147929,0.5420360889110889,0.5322407919300302,1.7475733954525559,0.47337278106508873,0.4632412726162726,0.4492087152006004,0.5114942528735632,0.503821444078797,0.4985873785812052,1.7308579244832882,0.46551724137931033,0.4588465252068194,0.4467478211443729,0.4842105263157895,0.47314814814814815,0.4729774109569507,0.5443037974683544,0.5441468253968255,0.5297570621100032,,,,,
original,bb,l2_wcce_plus_0p1_l1_tsce,0,37,96,100,23296,2825277461,022b1ed3ffb2ad5719555b8ecfd7610c334247a244cc227a2e8a90bc1ffb7891,10c1761c0467835296a525fd0bf71bcd5f8dc17f97d72d4befaebc1b8d1c03c6,ce6bd79ae88e137fd8e292b1ddff024da7431459d2b9147ded368304720b60ab,6aa99b2693032130ead2571c5580294337279e52f8d24a4b1ba43044567f3fb7,0.8980392156862745,0.8969824650934554,0.899696699179517,0.8191758632659912,0.8156862745098039,0.817461116378224,0.8196087980637713,0.5207100591715976,0.5174308330558329,0.5042702180860076,1.8207638306025218,0.42011834319526625,0.41087350149850144,0.40141081948784957,0.46551724137931033,0.45033879519173636,0.44383957536131446,1.8681915148921397,0.41954022988505746,0.4052221879427762,0.39719299074300873,0.47368421052631576,0.44837962962962963,0.45050346015258297,0.45569620253164556,0.4572420634920635,0.43214555052790343,,,,,
original,mm,l1_l2_joint,0,11,100,100,23296,3218771927,022b1ed3ffb2ad5719555b8ecfd7610c334247a244cc227a2e8a90bc1ffb7891,10c1761c0467835296a525fd0bf71bcd5f8dc17f97d72d4befaebc1b8d1c03c6,ce6bd79ae88e137fd8e292b1ddff024da7431459d2b9147ded368304720b60ab,6aa99b2693032130ead2571c5580294337279e52f8d24a4b1ba43044567f3fb7,0.9509803921568627,0.9522675946131671,0.9529854550853448,0.496481677013285,0.8627450980392157,0.8659614190777272,0.865108162193159,0.5443786982248521,0.5322892385392385,0.5245296171469115,1.5072579101697934,0.4556213017751479,0.4432040182040182,0.43879603046620347,0.5229885057471264,0.5144162210338682,0.5066742596500252,1.5708572933043556,0.42528735632183906,0.4246597764980118,0.41078162136817126,0.49473684210526314,0.47268518518518515,0.4779835145934217,0.5569620253164557,0.5651785714285714,0.5325004244121891,0.5144162210338682,0.2962258329905389,0.5278651903651903,-0.013448969331322114,0.2181903880433293
