variant,coding,objective,rotation,seed,layer,bank,cap,count,fraction_at_cap,fraction_gt1,fraction_nonzero,mean_value_per_neuron_step,shift,start,stop,threshold_multiplier
original,mm,l2_wcce_plus_0p1_l1_tsce,0,23,l2,2,1,14,0.3983103459847646,0.0,0.3983103459847646,0.3983103459847646,3,100,114,1.5
original,mm,l2_wcce_plus_0p1_l1_tsce,0,23,l2,2,1,14,0.46441994697808653,0.0,0.46441994697808653,0.46441994697808653,4,114,128,1.5
original,mm,l2_wcce_plus_0p1_l1_tsce,0,37,l1,0,1,15,0.04782319317203038,0.0,0.04782319317203038,0.04782319317203038,2,0,15,0.5
original,mm,l2_wcce_plus_0p1_l1_tsce,0,37,l1,0,1,14,0.17013574281016142,0.0,0.17013574281016142,0.17013574281016142,3,15,29,0.5
original,mm,l2_wcce_plus_0p1_l1_tsce,0,37,l1,0,1,14,0.27859995301855767,0.0,0.27859995301855767,0.27859995301855767,4,29,43,0.5
original,mm,l2_wcce_plus_0p1_l1_tsce,0,37,l1,1,1,15,0.009901338971106413,0.0,0.009901338971106413,0.009901338971106413,2,43,58,1.0
original,mm,l2_wcce_plus_0p1_l1_tsce,0,37,l1,1,1,14,0.0323542736333434,0.0,0.0323542736333434,0.0323542736333434,3,58,72,1.0
original,mm,l2_wcce_plus_0p1_l1_tsce,0,37,l1,1,1,14,0.13621681935635424,0.0,0.13621681935635424,0.13621681935635424,4,72,86,1.0
original,mm,l2_wcce_plus_0p1_l1_tsce,0,37,l1,2,1,14,0.001812141347025068,0.0,0.001812141347025068,0.001812141347025068,2,86,100,1.5
original,mm,l2_wcce_plus_0p1_l1_tsce,0,37,l1,2,1,14,0.004962414846135776,0.0,0.004962414846135776,0.004962414846135776,3,100,114,1.5
original,mm,l2_wcce_plus_0p1_l1_tsce,0,37,l1,2,1,14,0.05894493103795429,0.0,0.05894493103795429,0.05894493103795429,4,114,128,1.5
original,mm,l2_wcce_plus_0p1_l1_tsce,0,37,l2,0,1,15,0.44173909639025916,0.0,0.44173909639025916,0.44173909639025916,2,0,15,0.5
original,mm,l2_wcce_plus_0p1_l1_tsce,0,37,l2,0,1,14,0.41469092922581297,0.0,0.41469092922581297,0.41469092922581297,3,15,29,0.5
original,mm,l2_wcce_plus_0p1_l1_tsce,0,37,l2,0,1,14,0.4516636464310883,0.0,0.4516636464310883,0.4516636464310883,4,29,43,0.5
original,mm,l2_wcce_plus_0p1_l1_tsce,0,37,l2,1,1,15,0.42188552188552186,0.0,0.42188552188552186,0.42188552188552186,2,43,58,1.0
original,mm,l2_wcce_plus_0p1_l1_tsce,0,37,l2,1,1,14,0.4083106815664955,0.0,0.4083106815664955,0.4083106815664955,3,58,72,1.0
original,mm,l2_wcce_plus_0p1_l1_tsce,0,37,l2,1,1,14,0.40221148360683245,0.0,0.40221148360683245,0.40221148360683245,4,72,86,1.0
original,mm,l2_wcce_plus_0p1_l1_tsce,0,37,l2,2,1,14,0.4224135038088526,0.0,0.4224135038088526,0.4224135038088526,2,86,100,1.5
original,mm,l2_wcce_plus_0p1_l1_tsce,0,37,l2,2,1,14,0.38641397362327595,0.0,0.38641397362327595,0.38641397362327595,3,100,114,1.5
original,mm,l2_wcce_plus_0p1_l1_tsce,0,37,l2,2,1,14,0.42665861270512434,0.0,0.42665861270512434,0.42665861270512434,4,114,128,1.5
postencode_mask,bb,l2_wcce,0,11,l1,0,1,43,0.005290875220566946,0.0,0.005290875220566946,0.005290875220566946,2,0,43,1.0
postencode_mask,bb,l2_wcce,0,11,l1,0,1,43,0.03090395572818504,0.0,0.03090395572818504,0.03090395572818504,3,43,86,1.0
postencode_mask,bb,l2_wcce,0,11,l1,0,1,42,0.15027769388234505,0.0,0.15027769388234505,0.15027769388234505,4,86,128,1.0
postencode_mask,bb,l2_wcce,0,11,l2,0,1,43,0.34671484995984725,0.0,0.34671484995984725,0.34671484995984725,2,0,43,1.0
postencode_mask,bb,l2_wcce,0,11,l2,0,1,43,0.3775191066970407,0.0,0.3775191066970407,0.3775191066970407,3,43,86,1.0
postencode_mask,bb,l2_wcce,0,11,l2,0,1,42,0.37412329272794387,0.0,0.37412329272794387,0.37412329272794387,4,86,128,1.0
postencode_mask,bb,l2_wcce,0,23,l1,0,1,43,0.006993952505039579,0.0,0.006993952505039579,0.006993952505039579,2,0,43,1.0
postencode_mask,bb,l2_wcce,0,23,l1,0,1,43,0.028867637980672052,0.0,0.028867637980672052,0.028867637980672052,3,43,86,1.0
postencode_mask,bb,l2_wcce,0,23,l1,0,1,42,0.1130826537803282,0.0,0.1130826537803282,0.1130826537803282,4,86,128,1.0
postencode_mask,bb,l2_wcce,0,23,l2,0,1,43,0.314051821623482,0.0,0.314051821623482,0.314051821623482,2,0,43,1.0
postencode_mask,bb,l2_wcce,0,23,l2,0,1,43,0.3631965954843186,0.0,0.3631965954843186,0.3631965954843186,3,43,86,1.0
postencode_mask,bb,l2_wcce,0,23,l2,0,1,42,0.3987200353479423,0.0,0.3987200353479423,0.3987200353479423,4,86,128,1.0
postencode_mask,bb,l2_wcce,0,37,l1,0,1,43,0.00500406990401582,0.0,0.00500406990401582,0.00500406990401582,2,0,43,1.0
postencode_mask,bb,l2_wcce,0,37,l1,0,1,43,0.025133705907096928,0.0,0.025133705907096928,0.025133705907096928,3,43,86,1.0
postencode_mask,bb,l2_wcce,0,37,l1,0,1,42,0.1258753090148439,0.0,0.1258753090148439,0.1258753090148439,4,86,128,1.0
postencode_mask,bb,l2_wcce,0,37,l2,0,1,43,0.34688420167057266,0.0,0.34688420167057266,0.34688420167057266,2,0,43,1.0
postencode_mask,bb,l2_wcce,0,37,l2,0,1,43,0.3543834778285833,0.0,0.3543834778285833,0.3543834778285833,3,43,86,1.0
postencode_mask,bb,l2_wcce,0,37,l2,0,1,42,0.39625211136839045,0.0,0.39625211136839045,0.39625211136839045,4,86,128,1.0
postencode_mask,bb,l1_l2_joint,0,11,l1,0,1,43,0.0058549256764508254,0.0,0.0058549256764508254,0.0058549256764508254,2,0,43,1.0
postencode_mask,bb,l1_l2_joint,0,11,l1,0,1,43,0.046933641444187685,0.0,0.046933641444187685,0.046933641444187685,3,43,86,1.0
postencode_mask,bb,l1_l2_joint,0,11,l1,0,1,42,0.17565746054118148,0.0,0.17565746054118148,0.17565746054118148,4,86,128,1.0
postencode_mask,bb,l1_l2_joint,0,11,l2,0,1,43,0.3149668671572403,0.0,0.3149668671572403,0.3149668671572403,2,0,43,1.0
postencode_mask,bb,l1_l2_joint,0,11,l2,0,1,43,0.36318430382789496,0.0,0.36318430382789496,0.36318430382789496,3,43,86,1.0
postencode_mask,bb,l1_l2_joint,0,11,l2,0,1,42,0.3861483047529559,0.0,0.3861483047529559,0.3861483047529559,4,86,128,1.0
postencode_mask,bb,l1_l2_joint,0,23,l1,0,1,43,0.012291656423619648,0.0,0.012291656423619648,0.012291656423619648,2,0,43,1.0
postencode_mask,bb,l1_l2_joint,0,23,l1,0,1,43,0.058329372688485724,0.0,0.058329372688485724,0.058329372688485724,3,43,86,1.0
postencode_mask,bb,l1_l2_joint,0,23,l1,0,1,42,0.16760769377048446,0.0,0.16760769377048446,0.16760769377048446,4,86,128,1.0
postencode_mask,bb,l1_l2_joint,0,23,l2,0,1,43,0.3256250990161212,0.0,0.3256250990161212,0.3256250990161212,2,0,43,1.0
postencode_mask,bb,l1_l2_joint,0,23,l2,0,1,43,0.3737701514878367,0.0,0.3737701514878367,0.3737701514878367,3,43,86,1.0
postencode_mask,bb,l1_l2_joint,0,23,l2,0,1,42,0.393999518999519,0.0,0.393999518999519,0.393999518999519,4,86,128,1.0
postencode_mask,bb,l1_l2_joint,0,37,l1,0,1,43,0.007527956689665722,0.0,0.007527956689665722,0.007527956689665722,2,0,43,1.0
postencode_mask,bb,l1_l2_joint,0,37,l1,0,1,43,0.0546514359386182,0.0,0.0546514359386182,0.0546514359386182,3,43,86,1.0
postencode_mask,bb,l1_l2_joint,0,37,l1,0,1,42,0.1502609147957985,0.0,0.1502609147957985,0.1502609147957985,4,86,128,1.0
postencode_mask,bb,l1_l2_joint,0,37,l2,0,1,43,0.34419506039300524,0.0,0.34419506039300524,0.34419506039300524,2,0,43,1.0
postencode_mask,bb,l1_l2_joint,0,37,l2,0,1,43,0.34418823169499213,0.0,0.34418823169499213,0.34418823169499213,3,43,86,1.0
postencode_mask,bb,l1_l2_joint,0,37,l2,0,1,42,0.3809188227792879,0.0,0.3809188227792879,0.3809188227792879,4,86,128,1.0
postencode_mask,bb,l2_wcce_plus_0p1_l1_tsce,0,11,l1,0,1,43,0.004890713516997995,0.0,0.004890713516997995,0.004890713516997995,2,0,43,1.0
postencode_mask,bb,l2_wcce_plus_0p1_l1_tsce,0,11,l1,0,1,43,0.03132460352579336,0.0,0.03132460352579336,0.03132460352579336,3,43,86,1.0
postencode_mask,bb,l2_wcce_plus_0p1_l1_tsce,0,11,l1,0,1,42,0.161041477901943,0.0,0.161041477901943,0.161041477901943,4,86,128,1.0
postencode_mask,bb,l2_wcce_plus_0p1_l1_tsce,0,11,l2,0,1,43,0.3264144965064381,0.0,0.3264144965064381,0.3264144965064381,2,0,43,1.0
postencode_mask,bb,l2_wcce_plus_0p1_l1_tsce,0,11,l2,0,1,43,0.36554430186122994,0.0,0.36554430186122994,0.36554430186122994,3,43,86,1.0
postencode_mask,bb,l2_wcce_plus_0p1_l1_tsce,0,11,l2,0,1,42,0.36396495408123314,0.0,0.36396495408123314,0.36396495408123314,4,86,128,1.0
postencode_mask,bb,l2_wcce_plus_0p1_l1_tsce,0,23,l1,0,1,43,0.00833647453441937,0.0,0.00833647453441937,0.00833647453441937,2,0,43,1.0
postencode_mask,bb,l2_wcce_plus_0p1_l1_tsce,0,23,l1,0,1,43,0.03675478418582799,0.0,0.03675478418582799,0.03675478418582799,3,43,86,1.0
postencode_mask,bb,l2_wcce_plus_0p1_l1_tsce,0,23,l1,0,1,42,0.13482415517299237,0.0,0.13482415517299237,0.13482415517299237,4,86,128,1.0
postencode_mask,bb,l2_wcce_plus_0p1_l1_tsce,0,23,l2,0,1,43,0.3402043692741367,0.0,0.3402043692741367,0.3402043692741367,2,0,43,1.0
postencode_mask,bb,l2_wcce_plus_0p1_l1_tsce,0,23,l2,0,1,43,0.37616839023004517,0.0,0.37616839023004517,0.37616839023004517,3,43,86,1.0
postencode_mask,bb,l2_wcce_plus_0p1_l1_tsce,0,23,l2,0,1,42,0.4057812342696064,0.0,0.4057812342696064,0.4057812342696064,4,86,128,1.0
postencode_mask,bb,l2_wcce_plus_0p1_l1_tsce,0,37,l1,0,1,43,0.004083561411846972,0.0,0.004083561411846972,0.004083561411846972,2,0,43,1.0
postencode_mask,bb,l2_wcce_plus_0p1_l1_tsce,0,37,l1,0,1,43,0.025864376594500985,0.0,0.025864376594500985,0.025864376594500985,3,43,86,1.0
postencode_mask,bb,l2_wcce_plus_0p1_l1_tsce,0,37,l1,0,1,42,0.13225555667416133,0.0,0.13225555667416133,0.13225555667416133,4,86,128,1.0
postencode_mask,bb,l2_wcce_plus_0p1_l1_tsce,0,37,l2,0,1,43,0.3491663525465581,0.0,0.3491663525465581,0.3491663525465581,2,0,43,1.0
postencode_mask,bb,l2_wcce_plus_0p1_l1_tsce,0,37,l2,0,1,43,0.3504597079502434,0.0,0.3504597079502434,0.3504597079502434,3,43,86,1.0
postencode_mask,bb,l2_wcce_plus_0p1_l1_tsce,0,37,l2,0,1,42,0.38701242771010214,0.0,0.38701242771010214,0.38701242771010214,4,86,128,1.0
postencode_mask,mm,l2_wcce,0,11,l1,0,1,15,0.03473103124265915,0.0,0.03473103124265915,0.03473103124265915,2,0,15,0.5
postencode_mask,mm,l2_wcce,0,11,l1,0,1,14,0.11491157421389979,0.0,0.11491157421389979,0.11491157421389979,3,15,29,0.5
postencode_mask,mm,l2_wcce,0,11,l1,0,1,14,0.18875633410517131,0.0,0.18875633410517131,0.18875633410517131,4,29,43,0.5
postencode_mask,mm,l2_wcce,0,11,l1,1,1,15,0.002854122621564482,0.0,0.002854122621564482,0.002854122621564482,2,43,58,1.0
postencode_mask,mm,l2_wcce,0,11,l1,1,1,14,0.014283197422732307,0.0,0.014283197422732307,0.014283197422732307,3,58,72,1.0
postencode_mask,mm,l2_wcce,0,11,l1,1,1,14,0.10310329205678043,0.0,0.10310329205678043,0.10310329205678043,4,72,86,1.0
postencode_mask,mm,l2_wcce,0,11,l1,2,1,14,0.000574683714218598,0.0,0.000574683714218598,0.000574683714218598,2,86,100,1.5
postencode_mask,mm,l2_wcce,0,11,l1,2,1,14,0.005549682875264271,0.0,0.005549682875264271,0.005549682875264271,3,100,114,1.5
postencode_mask,mm,l2_wcce,0,11,l1,2,1,14,0.04004329004329004,0.0,0.04004329004329004,0.04004329004329004,4,114,128,1.5
postencode_mask,mm,l2_wcce,0,11,l2,0,1,15,0.3600109623365437,0.0,0.3600109623365437,0.3600109623365437,2,0,15,0.5
postencode_mask,mm,l2_wcce,0,11,l2,0,1,14,0.4090992986341824,0.0,0.4090992986341824,0.4090992986341824,3,15,29,0.5
postencode_mask,mm,l2_wcce,0,11,l2,0,1,14,0.3767659988590221,0.0,0.3767659988590221,0.3767659988590221,4,29,43,0.5
postencode_mask,mm,l2_wcce,0,11,l2,1,1,15,0.37300133114086603,0.0,0.37300133114086603,0.37300133114086603,2,43,58,1.0
postencode_mask,mm,l2_wcce,0,11,l2,1,1,14,0.39365414946810295,0.0,0.39365414946810295,0.39365414946810295,3,58,72,1.0
postencode_mask,mm,l2_wcce,0,11,l2,1,1,14,0.3900130876875063,0.0,0.3900130876875063,0.3900130876875063,4,72,86,1.0
postencode_mask,mm,l2_wcce,0,11,l2,2,1,14,0.3394786737809994,0.0,0.3394786737809994,0.3394786737809994,2,86,100,1.5
postencode_mask,mm,l2_wcce,0,11,l2,2,1,14,0.4036293164200141,0.0,0.4036293164200141,0.4036293164200141,3,100,114,1.5
postencode_mask,mm,l2_wcce,0,11,l2,2,1,14,0.3787123728984194,0.0,0.3787123728984194,0.3787123728984194,4,114,128,1.5
postencode_mask,mm,l2_wcce,0,23,l1,0,1,15,0.03282828282828283,0.0,0.03282828282828283,0.03282828282828283,2,0,15,0.5
postencode_mask,mm,l2_wcce,0,23,l1,0,1,14,0.0861899728178798,0.0,0.0861899728178798,0.0861899728178798,3,15,29,0.5
postencode_mask,mm,l2_wcce,0,23,l1,0,1,14,0.27935081714151483,0.0,0.27935081714151483,0.27935081714151483,4,29,43,0.5
postencode_mask,mm,l2_wcce,0,23,l1,1,1,15,0.0037232793046746535,0.0,0.0037232793046746535,0.0037232793046746535,2,43,58,1.0
postencode_mask,mm,l2_wcce,0,23,l1,1,1,14,0.01992097050236585,0.0,0.01992097050236585,0.01992097050236585,3,58,72,1.0
postencode_mask,mm,l2_wcce,0,23,l1,1,1,14,0.08111010436591833,0.0,0.08111010436591833,0.08111010436591833,4,72,86,1.0
postencode_mask,mm,l2_wcce,0,23,l1,2,1,14,5.4532031276217326e-05,0.0,5.4532031276217326e-05,5.4532031276217326e-05,2,86,100,1.5
postencode_mask,mm,l2_wcce,0,23,l1,2,1,14,0.0036955938118728815,0.0,0.0036955938118728815,0.0036955938118728815,3,100,114,1.5
postencode_mask,mm,l2_wcce,0,23,l1,2,1,14,0.02746316990503037,0.0,0.02746316990503037,0.02746316990503037,4,114,128,1.5
postencode_mask,mm,l2_wcce,0,23,l2,0,1,15,0.37642706131078224,0.0,0.37642706131078224,0.37642706131078224,2,0,15,0.5
postencode_mask,mm,l2_wcce,0,23,l2,0,1,14,0.38937967717037486,0.0,0.38937967717037486,0.38937967717037486,3,15,29,0.5
postencode_mask,mm,l2_wcce,0,23,l2,0,1,14,0.38573442061814156,0.0,0.38573442061814156,0.38573442061814156,4,29,43,0.5
postencode_mask,mm,l2_wcce,0,23,l2,1,1,15,0.37244929919348524,0.0,0.37244929919348524,0.37244929919348524,2,43,58,1.0
postencode_mask,mm,l2_wcce,0,23,l2,1,1,14,0.38596513305815633,0.0,0.38596513305815633,0.38596513305815633,3,58,72,1.0
postencode_mask,mm,l2_wcce,0,23,l2,1,1,14,0.41578995939461055,0.0,0.41578995939461055,0.41578995939461055,4,72,86,1.0
postencode_mask,mm,l2_wcce,0,23,l2,2,1,14,0.3432833316554247,0.0,0.3432833316554247,0.3432833316554247,2,86,100,1.5
postencode_mask,mm,l2_wcce,0,23,l2,2,1,14,0.37278935534749486,0.0,0.37278935534749486,0.37278935534749486,3,100,114,1.5
postencode_mask,mm,l2_wcce,0,23,l2,2,1,14,0.4171322863183328,0.0,0.4171322863183328,0.4171322863183328,4,114,128,1.5
postencode_mask,mm,l2_wcce,0,37,l1,0,1,15,0.028079242032730406,0.0,0.028079242032730406,0.028079242032730406,2,0,15,0.5
postencode_mask,mm,l2_wcce,0,37,l1,0,1,14,0.0799439578509346,0.0,0.0799439578509346,0.0799439578509346,3,15,29,0.5
postencode_mask,mm,l2_wcce,0,37,l1,0,1,14,0.22116513976979094,0.0,0.22116513976979094,0.22116513976979094,4,29,43,0.5
postencode_mask,mm,l2_wcce,0,37,l1,1,1,15,0.004960457286038681,0.0,0.004960457286038681,0.004960457286038681,2,43,58,1.0
postencode_mask,mm,l2_wcce,0,37,l1,1,1,14,0.019866438471089633,0.0,0.019866438471089633,0.019866438471089633,3,58,72,1.0
postencode_mask,mm,l2_wcce,0,37,l1,1,1,14,0.0871841336957616,0.0,0.0871841336957616,0.0871841336957616,4,72,86,1.0
postencode_mask,mm,l2_wcce,0,37,l1,2,1,14,0.0010990301687976106,0.0,0.0010990301687976106,0.0010990301687976106,2,86,100,1.5
postencode_mask,mm,l2_wcce,0,37,l1,2,1,14,0.003796268331152052,0.0,0.003796268331152052,0.003796268331152052,3,100,114,1.5
postencode_mask,mm,l2_wcce,0,37,l1,2,1,14,0.0514320950367462,0.0,0.0514320950367462,0.0514320950367462,4,114,128,1.5
postencode_mask,mm,l2_wcce,0,37,l2,0,1,15,0.391797823193172,0.0,0.391797823193172,0.391797823193172,2,0,15,0.5
postencode_mask,mm,l2_wcce,0,37,l2,0,1,14,0.4380767811000369,0.0,0.4380767811000369,0.4380767811000369,3,15,29,0.5
postencode_mask,mm,l2_wcce,0,37,l2,0,1,14,0.4432321554414578,0.0,0.4432321554414578,0.4432321554414578,4,29,43,0.5
postencode_mask,mm,l2_wcce,0,37,l2,1,1,15,0.3651397697909326,0.0,0.3651397697909326,0.3651397697909326,2,43,58,1.0
postencode_mask,mm,l2_wcce,0,37,l2,1,1,14,0.3913512198395919,0.0,0.3913512198395919,0.3913512198395919,3,58,72,1.0
postencode_mask,mm,l2_wcce,0,37,l2,1,1,14,0.37441692674250815,0.0,0.37441692674250815,0.37441692674250815,4,72,86,1.0
postencode_mask,mm,l2_wcce,0,37,l2,2,1,14,0.3354684720963791,0.0,0.3354684720963791,0.3354684720963791,2,86,100,1.5
postencode_mask,mm,l2_wcce,0,37,l2,2,1,14,0.3651884291419175,0.0,0.3651884291419175,0.3651884291419175,3,100,114,1.5
postencode_mask,mm,l2_wcce,0,37,l2,2,1,14,0.3916322695392463,0.0,0.3916322695392463,0.3916322695392463,4,114,128,1.5
postencode_mask,mm,l1_l2_joint,0,11,l1,0,1,15,0.044377887401143214,0.0,0.044377887401143214,0.044377887401143214,2,0,15,0.5
postencode_mask,mm,l1_l2_joint,0,11,l1,0,1,14,0.16424208866069331,0.0,0.16424208866069331,0.16424208866069331,3,15,29,0.5
postencode_mask,mm,l1_l2_joint,0,11,l1,0,1,14,0.23641313466894862,0.0,0.23641313466894862,0.23641313466894862,4,29,43,0.5
postencode_mask,mm,l1_l2_joint,0,11,l1,1,1,15,0.004913475843708402,0.0,0.004913475843708402,0.004913475843708402,2,43,58,1.0
postencode_mask,mm,l1_l2_joint,0,11,l1,1,1,14,0.0446239806704923,0.0,0.0446239806704923,0.0446239806704923,3,58,72,1.0
postencode_mask,mm,l1_l2_joint,0,11,l1,1,1,14,0.16848300278532838,0.0,0.16848300278532838,0.16848300278532838,4,72,86,1.0
postencode_mask,mm,l1_l2_joint,0,11,l1,2,1,14,0.0011619517433470923,0.0,0.0011619517433470923,0.0011619517433470923,2,86,100,1.5
postencode_mask,mm,l1_l2_joint,0,11,l1,2,1,14,0.02275244135709252,0.0,0.02275244135709252,0.02275244135709252,3,100,114,1.5
postencode_mask,mm,l1_l2_joint,0,11,l1,2,1,14,0.10467213664888084,0.0,0.10467213664888084,0.10467213664888084,4,114,128,1.5
postencode_mask,mm,l1_l2_joint,0,11,l2,0,1,15,0.379946754365359,0.0,0.379946754365359,0.379946754365359,2,0,15,0.5
postencode_mask,mm,l1_l2_joint,0,11,l2,0,1,14,0.4369483875297829,0.0,0.4369483875297829,0.4369483875297829,3,15,29,0.5
postencode_mask,mm,l1_l2_joint,0,11,l2,0,1,14,0.3914057518708681,0.0,0.3914057518708681,0.3914057518708681,4,29,43,0.5
postencode_mask,mm,l1_l2_joint,0,11,l2,1,1,15,0.36967347897580455,0.0,0.36967347897580455,0.36967347897580455,2,43,58,1.0
postencode_mask,mm,l1_l2_joint,0,11,l2,1,1,14,0.36615742138997953,0.0,0.36615742138997953,0.36615742138997953,3,58,72,1.0
postencode_mask,mm,l1_l2_joint,0,11,l2,1,1,14,0.3490133897110641,0.0,0.3490133897110641,0.3490133897110641,4,72,86,1.0
postencode_mask,mm,l1_l2_joint,0,11,l2,2,1,14,0.3194402496728078,0.0,0.3194402496728078,0.3194402496728078,2,86,100,1.5
postencode_mask,mm,l1_l2_joint,0,11,l2,2,1,14,0.39035705896171013,0.0,0.39035705896171013,0.39035705896171013,3,100,114,1.5
postencode_mask,mm,l1_l2_joint,0,11,l2,2,1,14,0.37542367193529985,0.0,0.37542367193529985,0.37542367193529985,4,114,128,1.5
postencode_mask,mm,l1_l2_joint,0,23,l1,0,1,15,0.05723122699866886,0.0,0.05723122699866886,0.05723122699866886,2,0,15,0.5
postencode_mask,mm,l1_l2_joint,0,23,l1,0,1,14,0.12298231484277995,0.0,0.12298231484277995,0.12298231484277995,3,15,29,0.5
postencode_mask,mm,l1_l2_joint,0,23,l1,0,1,14,0.32491862143024935,0.0,0.32491862143024935,0.32491862143024935,4,29,43,0.5
postencode_mask,mm,l1_l2_joint,0,23,l1,1,1,15,0.005829613969148853,0.0,0.005829613969148853,0.005829613969148853,2,43,58,1.0
postencode_mask,mm,l1_l2_joint,0,23,l1,1,1,14,0.04319775831403738,0.0,0.04319775831403738,0.04319775831403738,3,58,72,1.0
postencode_mask,mm,l1_l2_joint,0,23,l1,1,1,14,0.16537887177422061,0.0,0.16537887177422061,0.16537887177422061,4,72,86,1.0
postencode_mask,mm,l1_l2_joint,0,23,l1,2,1,14,0.0010403033658847613,0.0,0.0010403033658847613,0.0010403033658847613,2,86,100,1.5
postencode_mask,mm,l1_l2_joint,0,23,l1,2,1,14,0.010222658478472433,0.0,0.010222658478472433,0.010222658478472433,3,100,114,1.5
postencode_mask,mm,l1_l2_joint,0,23,l1,2,1,14,0.05834088392227927,0.0,0.05834088392227927,0.05834088392227927,4,114,128,1.5
postencode_mask,mm,l1_l2_joint,0,23,l2,0,1,15,0.37787174066243834,0.0,0.37787174066243834,0.37787174066243834,2,0,15,0.5
postencode_mask,mm,l1_l2_joint,0,23,l2,0,1,14,0.41589482868552635,0.0,0.41589482868552635,0.41589482868552635,3,15,29,0.5
postencode_mask,mm,l1_l2_joint,0,23,l2,0,1,14,0.4049464747139166,0.0,0.4049464747139166,0.4049464747139166,4,29,43,0.5
postencode_mask,mm,l1_l2_joint,0,23,l2,1,1,15,0.36596977527210084,0.0,0.36596977527210084,0.36596977527210084,2,43,58,1.0
postencode_mask,mm,l1_l2_joint,0,23,l2,1,1,14,0.39868368066042487,0.0,0.39868368066042487,0.39868368066042487,3,58,72,1.0
postencode_mask,mm,l1_l2_joint,0,23,l2,1,1,14,0.4072535991140642,0.0,0.4072535991140642,0.4072535991140642,4,72,86,1.0
postencode_mask,mm,l1_l2_joint,0,23,l2,2,1,14,0.3560941642336991,0.0,0.3560941642336991,0.3560941642336991,2,86,100,1.5
postencode_mask,mm,l1_l2_joint,0,23,l2,2,1,14,0.35132890365448505,0.0,0.35132890365448505,0.35132890365448505,3,100,114,1.5
postencode_mask,mm,l1_l2_joint,0,23,l2,2,1,14,0.40238766401557097,0.0,0.40238766401557097,0.40238766401557097,4,114,128,1.5
postencode_mask,mm,l1_l2_joint,0,37,l1,0,1,15,0.04363401456424712,0.0,0.04363401456424712,0.04363401456424712,2,0,15,0.5
postencode_mask,mm,l1_l2_joint,0,37,l1,0,1,14,0.13212272223900132,0.0,0.13212272223900132,0.13212272223900132,3,15,29,0.5
postencode_mask,mm,l1_l2_joint,0,37,l1,0,1,14,0.2619089566763985,0.0,0.2619089566763985,0.2619089566763985,4,29,43,0.5
postencode_mask,mm,l1_l2_joint,0,37,l1,1,1,15,0.013687260198888105,0.0,0.013687260198888105,0.013687260198888105,2,43,58,1.0
postencode_mask,mm,l1_l2_joint,0,37,l1,1,1,14,0.06380247659317427,0.0,0.06380247659317427,0.06380247659317427,3,58,72,1.0
postencode_mask,mm,l1_l2_joint,0,37,l1,1,1,14,0.17037903956508607,0.0,0.17037903956508607,0.17037903956508607,4,72,86,1.0
postencode_mask,mm,l1_l2_joint,0,37,l1,2,1,14,0.0010906406255243464,0.0,0.0010906406255243464,0.0010906406255243464,2,86,100,1.5
postencode_mask,mm,l1_l2_joint,0,37,l1,2,1,14,0.010470150005033726,0.0,0.010470150005033726,0.010470150005033726,3,100,114,1.5
postencode_mask,mm,l1_l2_joint,0,37,l1,2,1,14,0.11402228262693379,0.0,0.11402228262693379,0.11402228262693379,4,114,128,1.5
postencode_mask,mm,l1_l2_joint,0,37,l2,0,1,15,0.3726254796022238,0.0,0.3726254796022238,0.3726254796022238,2,0,15,0.5
postencode_mask,mm,l1_l2_joint,0,37,l2,0,1,14,0.43627722406792174,0.0,0.43627722406792174,0.43627722406792174,3,15,29,0.5
postencode_mask,mm,l1_l2_joint,0,37,l2,0,1,14,0.44300983254471626,0.0,0.44300983254471626,0.44300983254471626,4,29,43,0.5
postencode_mask,mm,l1_l2_joint,0,37,l2,1,1,15,0.35777151358546705,0.0,0.35777151358546705,0.35777151358546705,2,43,58,1.0
postencode_mask,mm,l1_l2_joint,0,37,l2,1,1,14,0.3893628980838283,0.0,0.3893628980838283,0.3893628980838283,3,58,72,1.0
postencode_mask,mm,l1_l2_joint,0,37,l2,1,1,14,0.36297778448941237,0.0,0.36297778448941237,0.36297778448941237,4,72,86,1.0
postencode_mask,mm,l1_l2_joint,0,37,l2,2,1,14,0.35072066176717337,0.0,0.35072066176717337,0.35072066176717337,2,86,100,1.5
postencode_mask,mm,l1_l2_joint,0,37,l2,2,1,14,0.3491811805765294,0.0,0.3491811805765294,0.3491811805765294,3,100,114,1.5
postencode_mask,mm,l1_l2_joint,0,37,l2,2,1,14,0.38570505721668513,0.0,0.38570505721668513,0.38570505721668513,4,114,128,1.5
postencode_mask,mm,l2_wcce_plus_0p1_l1_tsce,0,11,l1,0,1,15,0.03516560958421423,0.0,0.03516560958421423,0.03516560958421423,2,0,15,0.5
postencode_mask,mm,l2_wcce_plus_0p1_l1_tsce,0,11,l1,0,1,14,0.12416524044431021,0.0,0.12416524044431021,0.12416524044431021,3,15,29,0.5
postencode_mask,mm,l2_wcce_plus_0p1_l1_tsce,0,11,l1,0,1,14,0.2094910903050438,0.0,0.2094910903050438,0.2094910903050438,4,29,43,0.5
postencode_mask,mm,l2_wcce_plus_0p1_l1_tsce,0,11,l1,1,1,15,0.0031399263957403493,0.0,0.0031399263957403493,0.0031399263957403493,2,43,58,1.0
