configuration,configuration_label,objective,seed,epoch,train_loss,train_accuracy,train_balanced_accuracy,train_macro_f1,train_hidden_1_firing_rate,train_hidden_2_firing_rate,train_output_firing_rate,val_loss,val_accuracy,val_balanced_accuracy,val_macro_f1,val_hidden_1_firing_rate,val_hidden_2_firing_rate,val_output_firing_rate,val_silent_output_fraction,val_hidden_1_shift_2_firing_rate,val_hidden_1_shift_3_firing_rate,val_hidden_2_shift_2_firing_rate,val_hidden_2_shift_3_firing_rate,val_hidden_2_shift_4_firing_rate,val_hidden_2_shift_5_firing_rate,val_hidden_2_shift_6_firing_rate,val_hidden_2_shift_7_firing_rate
short_to_multi_scale,Short → Multi-scale,relative_10bin_ce,23,1,2.4903558634234377,0.10327022375215146,0.09757481992151805,0.046131404498010446,0.0005520447769943223,0.002893557288090174,0.003566025200841889,2.4875900745391846,0.07936507936507936,0.08333333333333333,0.012626262626262626,0.0001316829075585989,0.0005479929330172944,0.0005340473473209844,0.9682539682539683,2.4690545167237294e-05,0.00023867526994996048,3.99039113813936e-06,2.926286834635531e-05,0.00020902048818825222,0.0007399325281864128,0.0006019790059821664,0.0016759642780185314
short_to_multi_scale,Short → Multi-scale,relative_10bin_ce,23,2,2.46329636048532,0.11359724612736662,0.10792860470533427,0.06139682424383932,0.0005257444688227511,0.0026407602961126837,0.0020028360717057186,2.4892795085906982,0.07936507936507936,0.08333333333333333,0.01243781094527363,0.0001289395136511281,0.0005219306908963217,0.00034383870306967486,0.9761904761904762,2.3318848213501887e-05,0.00023456017908875427,0.0,4.180409763765044e-05,0.00022156171747954735,0.0006897676110212323,0.0006437831036198168,0.0015123582413548175
short_to_multi_scale,Short → Multi-scale,relative_10bin_ce,23,3,2.448382314429226,0.11703958691910499,0.11051945026787795,0.06721536167858817,0.0005284922622138108,0.0027894028338385783,0.0018562870908492026,2.493276357650757,0.07936507936507936,0.08333333333333333,0.012626262626262626,0.0001303112106048635,0.0005507363269247652,0.00038773300558920783,0.9682539682539683,2.1947151259766484e-05,0.00023867526994996048,3.99039113813936e-06,5.016491716518053e-05,0.0002257421272433124,0.0007023088403125275,0.0007232108891313527,0.0015762044995650474
short_to_multi_scale,Short → Multi-scale,relative_10bin_ce,23,4,2.4338926271809562,0.12220309810671257,0.11625907111756169,0.08269765254467244,0.0005312400556048704,0.002739811705495168,0.002477375628764913,2.4971764087677,0.07936507936507936,0.08333333333333333,0.012820512820512822,0.000133740452989202,0.0005822853568606794,0.000592573084013695,0.9523809523809523,2.1947151259766484e-05,0.0002455337547186375,7.98078227627872e-06,7.106696598400576e-05,0.0002591854053534327,0.0006730459719661721,0.0008360819527530089,0.0016240891932227197
short_to_multi_scale,Short → Multi-scale,relative_10bin_ce,23,5,2.4177325740328346,0.12736660929432014,0.12166914162590264,0.08754188265912595,0.0005403993669084027,0.0028126936540104177,0.0032464088521167254,2.501126527786255,0.07936507936507936,0.08333333333333333,0.012820512820512822,0.00014128478623474673,0.0006536135984549205,0.0008193603136979487,0.9444444444444444,2.4690545167237294e-05,0.0002578790273022562,7.98078227627872e-06,9.614942456659602e-05,0.0003135307322823783,0.0007859170355878283,0.0008904272796819544,0.001803656794438991
short_to_multi_scale,Short → Multi-scale,relative_10bin_ce,23,6,2.399531858513154,0.1359724612736661,0.12870212333979444,0.09648826211942134,0.0005644752709062588,0.0030861645200730235,0.004425779221866783,2.5143444538116455,0.07936507936507936,0.08333333333333333,0.012820512820512822,0.00014951496795715917,0.0007139682644192784,0.0011778304509408011,0.9523809523809523,2.1947151259766484e-05,0.00027708278465455184,7.98078227627872e-06,0.00010451024409412611,0.0003595152396837938,0.0008946076894457194,0.0009489530163746651,0.0019433204842738685
short_to_multi_scale,Short → Multi-scale,relative_10bin_ce,23,7,2.3798226181693414,0.14457831325301204,0.13849613057877025,0.11112989684217282,0.0006052996298591455,0.003583253429246152,0.00587870768921567,2.502194881439209,0.0873015873015873,0.0925925925925926,0.02958656330749354,0.0001618602405407778,0.0008552530506540251,0.0013826705293652885,0.9444444444444444,2.1947151259766484e-05,0.00030177332982178916,7.98078227627872e-06,0.00014213393196801151,0.000376236878738854,0.001141251865507857,0.0010451024409412612,0.0023862539006073375
short_to_multi_scale,Short → Multi-scale,relative_10bin_ce,23,8,2.36767556786332,0.153184165232358,0.14744562797166386,0.12665067868115945,0.0006416751804646021,0.003987048210427588,0.007059473763545313,2.4988484382629395,0.0873015873015873,0.0925925925925926,0.02958656330749354,0.00017214796769379333,0.0009485284435080326,0.0015655634565300092,0.9444444444444444,2.1947151259766484e-05,0.0003223487841278202,1.596156455255744e-05,0.00016303598078683672,0.0004556646642503898,0.0012499425193657483,0.0011287106362165619,0.0026416389334482566
short_to_multi_scale,Short → Multi-scale,relative_10bin_ce,23,9,2.3491814378616938,0.15834767641996558,0.1527999391042769,0.13112503845656182,0.000652797201333177,0.004086623009027417,0.007348384611519587,2.5071589946746826,0.09523809523809523,0.09953703703703703,0.040992861305361304,0.00017763475550873497,0.0010068255640417873,0.0017118777982617856,0.9365079365079365,2.3318848213501887e-05,0.00033195066280396803,1.596156455255744e-05,0.000188118439369427,0.0005016491716518054,0.0013460919439323442,0.0012457621096019832,0.002709475582796626
short_to_multi_scale,Short → Multi-scale,relative_10bin_ce,23,10,2.327761037829821,0.16695352839931152,0.16091494967604847,0.14583811722390436,0.0006662744736798031,0.004214199130755188,0.007663813846505993,2.5092356204986572,0.0873015873015873,0.09120370370370372,0.038614163614163616,0.0001858649372311474,0.0011193047142480906,0.0019971907646387497,0.9206349206349206,2.8805636028443508e-05,0.00034292423843385126,2.3942346828836164e-05,0.00019229884913319204,0.0005727161376358111,0.0015007671051916508,0.0014338805489714102,0.002956879833361266
